id_estudiante,Semestre,Comunicacion Oral y Escrita,"Etica, Identidad y Profesion",Desafios Eticos Contemporaneos
00256610,10,10,9.0,8.1
00025671,1,8.9,10,10
00025672,2,9.8,10,10
00025673,3,10,5,10
00025674,4,7.6,10,5.8
00025675,5,5,5,10
00025676,6,7.5,10,10
00025677,7,10,7.0,9.0
00025678,8,6.6,10,10
00025679,9,6.3,8.0,10
00256710,10,8.2,8.0,6.3
00025681,1,6.0,7.2,10
00025682,2,7.2,5.2,5
00025683,3,8.8,6.5,6.7
00025684,4,9.9,6.0,10
00025685,5,6.2,6.2,10
00025686,6,5,6.3,9.5
00025687,7,5,5,10
00025688,8,10,8.7,7.0
00025689,9,8.0,10,5
00256810,10,7.9,10,6.4
00025691,1,5.3,8.3,7.6
00025692,2,10,5.5,8.3
00025693,3,10,8.5,10
00025694,4,8.3,5,5.8
00025695,5,6.7,8.9,9.9
00025696,6,7.2,5.5,9.8
00025697,7,5,9.1,6.9
00025698,8,8.9,6.7,5.5
00025699,9,5,10,10
00256910,10,5,10,5
00025701,1,10,10,10
00025702,2,10,5.7,8.3
00025703,3,9.9,10,10.0
00025704,4,5,8.9,10.0
00025705,5,5,5,5.3
00025706,6,5,10,10
00025707,7,8.9,6.4,5
00025708,8,10,10,10
00025709,9,5,6.5,8.0
00257010,10,5.5,6.3,5.0
00025711,1,9.0,8.7,7.1
00025712,2,6.8,10,9.1
00025713,3,7.2,8.5,8.3
00025714,4,7.7,10,7.1
00025715,5,10,10,9.3
00025716,6,6.5,9.3,10
00025717,7,8.3,5,8.6
00025718,8,6.4,9.7,5.6
00025719,9,10,7.1,5
00257110,10,10,5,8.3
00025721,1,6.1,10,8.1
00025722,2,7.0,9.0,9.9
00025723,3,8.4,8.2,7.0
00025724,4,9.1,7.9,10
00025725,5,10,6.7,5
00025726,6,9.8,7.6,6.4
00025727,7,7.9,6.8,9.6
00025728,8,6.8,8.9,5.5
00025729,9,7.5,8.5,5
00257210,10,10,6.3,10
00025731,1,5,8.5,6.4
00025732,2,9.5,5,8.8
00025733,3,10,7.4,10
00025734,4,10,9.9,10
00025735,5,8.7,8.5,10
00025736,6,8.0,9.1,9.8
00025737,7,7.3,10,7.4
00025738,8,5.7,5.9,6.7
00025739,9,8.6,10,5
00257310,10,6.2,9.4,7.8
00025741,1,10,5,7.6
00025742,2,9.0,5.9,10
00025743,3,8.7,8.1,10
00025744,4,6.1,6.9,8.4
00025745,5,10,10.0,10
00025746,6,8.6,10,5
00025747,7,7.1,5.6,5
00025748,8,10,7.9,8.3
00025749,9,8.8,8.0,6.6
00257410,10,5,8.2,8.0
00025751,1,8.5,10,5
00025752,2,5,6.8,9.7
00025753,3,10,7.2,7.9
00025754,4,9.0,5,9.8
00025755,5,5,9.7,5.5
00025756,6,10,10,10
00025757,7,10,6.5,8.7
00025758,8,9.5,8.2,10
00025759,9,5,5,8.2
00257510,10,7.0,10,5.5
00025761,1,6.5,5,9.7
00025762,2,10,8.4,8.8
00025763,3,7.9,10,8.1
00025764,4,9.6,8.2,6.1
00025765,5,5.2,9.7,8.7
00025766,6,10,5.6,9.2
00025767,7,8.8,8.3,7.0
00025768,8,10,10,8.5
00025769,9,7.1,5,8.0
00257610,10,8.6,7.5,8.1
00025771,1,9.8,8.2,5.4
00025772,2,5,6.3,6.4
00025773,3,7.6,5,6.3
00025774,4,5.4,10,9.4
00025775,5,5,6.7,7.1
00025776,6,5.7,8.2,10
00025777,7,5.9,10,9.4
00025778,8,10,10,10
00025779,9,5.2,5.6,10
00257710,10,5,5,9.6
00025781,1,9.2,10,5
00025782,2,10,5,10
00025783,3,10,5,7.6
00025784,4,5,8.7,9.0
00025785,5,10,6.0,10
00025786,6,8.9,5,5.7
00025787,7,7.6,8.8,7.8
00025788,8,6.8,7.9,6.6
00025789,9,6.1,9.2,9.1
00257810,10,9.1,7.3,6.9
00025791,1,7.8,5,5
00025792,2,6.4,6.3,10
00025793,3,6.3,8.4,10
00025794,4,5,10,5
00025795,5,6.4,5,5
00025796,6,6.9,7.3,10
00025797,7,9.6,8.8,5
00025798,8,10,9.7,5
00025799,9,5,8.1,8.3
00257910,10,7.9,5,10
00025801,1,6.9,10,8.8
00025802,2,5,10,10
00025803,3,9.0,10,6.7
00025804,4,5,8.5,6.5
00025805,5,10,6.6,8.6
00025806,6,5,5,9.4
00025807,7,9.7,10,5
00025808,8,5,6.6,5.4
00025809,9,10,7.7,10
00258010,10,8.4,8.8,9.3
00025811,1,8.6,9.7,7.2
00025812,2,10,7.4,6.2
00025813,3,6.7,9.4,5.5
00025814,4,10,7.1,5
00025815,5,9.8,7.5,10
00025816,6,9.4,6.3,5.7
00025817,7,10,6.7,5
00025818,8,9.7,6.1,10
00025819,9,6.2,8.7,10
00258110,10,5,10,10
00025821,1,7.1,7.9,7.7
00025822,2,5,5,7.4
00025823,3,10,10,8.5
00025824,4,6.9,9.3,8.1
00025825,5,6.1,5,7.2
00025826,6,10,7.7,8.2
00025827,7,7.9,10,5
00025828,8,10,9.2,10
00025829,9,7.7,5,5
00258210,10,6.4,10,7.2
00025831,1,5.6,7.8,10
00025832,2,6.5,8.7,5
00025833,3,10,5,10
00025834,4,5,10,6.6
00025835,5,9.7,10,5
00025836,6,5.8,5,8.5
00025837,7,8.6,10,5
00025838,8,9.2,10,6.8
00025839,9,9.1,7.7,7.7
00258310,10,9.2,6.3,8.8
00025841,1,5,10,10
00025842,2,10,10,7.5
00025843,3,6.2,10,8.2
00025844,4,9.8,10,7.8
00025845,5,6.9,6.3,10
00025846,6,5,10,9.8
00025847,7,10,5.9,5
00025848,8,5,10,5
00025849,9,8.9,7.8,5
00258410,10,8.7,5,6.1
00025851,1,7.2,9.8,10
00025852,2,8.5,8.7,5
00025853,3,5.9,8.7,10
00025854,4,9.6,5.5,8.6
00025855,5,10,9.4,8.5
00025856,6,8.1,10,10
00025857,7,9.5,10,10
00025858,8,8.5,10,5
00025859,9,10,10,7.6
00258510,10,5,10,5
00025861,1,10,10,7.3
00025862,2,10,6.3,10
00025863,3,5.9,5,10
00025864,4,6.7,8.1,6.2
00025865,5,10,10,10
00025866,6,6.0,9.0,7.4
00025867,7,10,10,8.7
00025868,8,5,10,9.4
00025869,9,5.8,5.8,5.7
00258610,10,10,7.9,7.1
00025871,1,10,10,5.0
00025872,2,10,6.4,5.2
00025873,3,8.4,6.4,10
00025874,4,10,10,5
00025875,5,5,8.0,7.1
00025876,6,6.0,10,10
00025877,7,5,5.3,10
00025878,8,8.5,5,5
00025879,9,5.0,6.9,5
00258710,10,8.7,6.2,5
00025881,1,8.8,5,7.0
00025882,2,7.5,5,8.3
00025883,3,9.9,10,8.2
00025884,4,9.6,9.8,10
00025885,5,8.4,8.9,10
00025886,6,10,10,6.8
00025887,7,7.0,5,5
00025888,8,5,10,5.2
00025889,9,5,10,7.6
00258810,10,10,6.2,6.7
00025891,1,7.7,8.9,9.0
00025892,2,5.1,5,5.5
00025893,3,9.1,5,8.5
00025894,4,8.3,5,5
00025895,5,10,8.2,5
00025896,6,6.8,8.8,5
00025897,7,7.6,10,10
00025898,8,10,5.5,5
00025899,9,6.3,5,8.8
00258910,10,10,6.7,10
00025901,1,7.4,5.1,9.5
00025902,2,5,6.2,8.3
00025903,3,8.9,7.8,10
00025904,4,10,5,5.1
00025905,5,10,7.4,10
00025906,6,5,10,8.8
00025907,7,6.8,8.4,8.0
00025908,8,6.7,10,6.7
00025909,9,6.3,8.4,9.3
00259010,10,6.2,6.0,5
00025911,1,10,10,10
00025912,2,8.4,9.6,5
00025913,3,8.0,9.7,8.8
00025914,4,9.3,9.2,5.7
00025915,5,7.6,10,9.3
00025916,6,5.9,5,10
00025917,7,7.8,7.2,10
00025918,8,5.2,5.4,8.1
00025919,9,9.7,9.2,10
00259110,10,5,6.2,5.4
00025921,1,8.7,10,8.9
00025922,2,5.1,7.9,5
00025923,3,10,8.9,10
00025924,4,8.4,7.1,10
00025925,5,5.2,7.3,5
00025926,6,5,7.8,10
00025927,7,9.2,10,7.6
00025928,8,9.9,5.9,8.5
00025929,9,10.0,6.0,5
00259210,10,8.0,10,5
00025931,1,10,8.5,5.4
00025932,2,10,8.0,10
00025933,3,10,7.6,6.6
00025934,4,9.7,10,7.6
00025935,5,7.1,9.4,10
00025936,6,8.1,10,8.1
00025937,7,5.5,6.5,7.9
00025938,8,10,6.7,6.1
00025939,9,5,10,7.0
00259310,10,5.3,5,7.2
00025941,1,5,5,5
00025942,2,6.9,7.2,8.1
00025943,3,7.4,7.7,5
00025944,4,9.0,9.4,7.1
00025945,5,8.0,5.4,8.1
00025946,6,10,10,8.4
00025947,7,10,8.7,7.2
00025948,8,10,8.4,7.0
00025949,9,8.0,10,10
00259410,10,9.5,5,9.4
00025951,1,10,10,5
00025952,2,9.2,8.1,5
00025953,3,8.7,5,10
00025954,4,8.8,6.9,5.8
00025955,5,5,5,5
00025956,6,6.3,7.8,5
00025957,7,8.8,5.1,7.0
00025958,8,9.6,10,9.6
00025959,9,9.6,5,7.7
00259510,10,7.4,5.6,5
00025961,1,10,5.3,6.7
00025962,2,10,7.4,9.8
00025963,3,10,10,10
00025964,4,10,9.5,10
00025965,5,9.8,5,8.4
00025966,6,10,10,5
00025967,7,9.3,5,5.2
00025968,8,9.0,6.4,5
00025969,9,6.4,7.6,6.6
00259610,10,10,10,8.7
00025971,1,6.1,5,8.2
00025972,2,8.9,10,6.2
00025973,3,6.8,5,10
00025974,4,5,10,10
00025975,5,8.2,10,7.6
00025976,6,5,7.1,6.8
00025977,7,6.9,5,10
00025978,8,8.5,5.4,6.9
00025979,9,10,10,10
00259710,10,8.0,8.2,6.5
00025981,1,9.9,10,5
00025982,2,7.7,10,10
00025983,3,10,10,6.5
00025984,4,6.6,5,10
00025985,5,5,6.8,10
00025986,6,10,10,10
00025987,7,5,8.2,6.0
00025988,8,5.6,7.5,5.6
00025989,9,8.3,9.5,8.8
00259810,10,5.8,10,8.4
00025991,1,9.4,6.6,10
00025992,2,10,6.4,9.7
00025993,3,5,5,5
00025994,4,10,10,5
00025995,5,8.3,9.5,10
00025996,6,10,5,7.5
00025997,7,9.4,5,6.5
00025998,8,9.8,5.8,5
00025999,9,7.0,10,7.8
00259910,10,8.1,7.6,10
00026001,1,7.8,10,6.6
00026002,2,8.5,9.0,9.7
00026003,3,8.2,10,8.2
00026004,4,10,9.0,10
00026005,5,10,5,5
00026006,6,5,5.2,7.7
00026007,7,10,6.6,10
00026008,8,6.4,9.2,10
00026009,9,7.4,10,5
00260010,10,9.3,10,5.8
00026011,1,7.7,7.9,5.2
00026012,2,5,10,5
00026013,3,9.5,7.3,7.9
00026014,4,10,5,6.3
00026015,5,8.7,10,10
00026016,6,10,10,5
00026017,7,10,5,7.3
00026018,8,7.2,7.8,7.6
00026019,9,6.9,6.0,8.9
00260110,10,10,5,6.0
00026021,1,6.3,9.2,9.2
00026022,2,10,9.2,10
00026023,3,5,10,10
00026024,4,5,7.4,8.9
00026025,5,5,9.0,10
00026026,6,6.9,6.1,7.0
00026027,7,8.2,6.3,10
00026028,8,10,10,8.7
00026029,9,10,10,5
00260210,10,10,7.8,6.2
00026031,1,5,10,6.8
00026032,2,5,10,9.3
00026033,3,5,9.8,10
00026034,4,8.7,7.7,6.7
00026035,5,5,5.2,6.1
00026036,6,8.4,8.5,9.6
00026037,7,9.1,5,5.0
00026038,8,5,5.2,6.4
00026039,9,6.7,9.5,5.3
00260310,10,10,6.9,7.0
00026041,1,8.9,9.7,10.0
00026042,2,10,10,6.1
00026043,3,5,5,9.2
00026044,4,10,7.3,9.9
00026045,5,5.2,7.0,6.2
00026046,6,5,9.6,5
00026047,7,9.6,7.5,7.3
00026048,8,5.1,5,9.0
00026049,9,10,10,6.5
00260410,10,10,5,8.8
00026051,1,10,7.4,8.7
00026052,2,8.3,10,8.6
00026053,3,8.3,5.8,5
00026054,4,9.9,5,10
00026055,5,6.3,6.3,7.7
00026056,6,5,7.9,6.2
00026057,7,7.3,7.3,10
00026058,8,10,6.9,5.3
00026059,9,5,10,10
00260510,10,7.3,8.5,5.1
00026061,1,8.2,5,9.5
00026062,2,5.9,5,5
00026063,3,10,5,9.9
00026064,4,9.5,8.3,5.6
00026065,5,5,5,10
00026066,6,6.7,10,10
00026067,7,10,5.6,7.6
00026068,8,5.1,10,5
00026069,9,10,5.2,10
00260610,10,9.8,5.0,6.3
00026071,1,5,6.9,10
00026072,2,10,10,6.0
00026073,3,8.3,9.1,10
00026074,4,9.6,10,5
00026075,5,9.6,10,9.3
00026076,6,8.0,5,5
00026077,7,9.7,8.8,5
00026078,8,5.7,6.0,7.6
00026079,9,10,10,6.5
00260710,10,7.2,8.8,5
00026081,1,6.5,10,10
00026082,2,5,5,7.0
00026083,3,10,5,5
00026084,4,6.1,7.0,10
00026085,5,9.0,9.2,7.1
00026086,6,6.5,10,10
00026087,7,10,10,10
00026088,8,10,10,10
00026089,9,8.6,5,8.6
00260810,10,6.7,6.1,7.6
00026091,1,10,7.8,5
00026092,2,8.6,8.0,5.2
00026093,3,5,10,7.4
00026094,4,10.0,10,5.9
00026095,5,8.3,10,6.1
00026096,6,6.7,7.4,6.2
00026097,7,5,10,7.8
00026098,8,8.6,9.3,7.2
00026099,9,5,10,10
00260910,10,5,9.4,10
00026101,1,8.2,7.1,6.0
00026102,2,9.5,10,5.4
00026103,3,6.5,6.1,8.5
00026104,4,7.3,8.7,10
00026105,5,10,8.9,9.9
00026106,6,8.7,7.3,8.3
00026107,7,5.5,8.1,6.5
00026108,8,6.5,8.6,8.8
00026109,9,10,10,5
00261010,10,9.5,5,6.7
00026111,1,8.8,9.2,10
00026112,2,9.6,10,10.0
00026113,3,8.8,6.6,5
00026114,4,8.1,5.5,6.2
00026115,5,8.4,7.7,10
00026116,6,6.9,5,7.2
00026117,7,8.6,8.2,7.5
00026118,8,10,6.7,6.3
00026119,9,5,8.3,5.2
00261110,10,6.7,9.3,9.0
00026121,1,6.3,10,7.3
00026122,2,10,10,5.8
00026123,3,9.9,8.6,5
00026124,4,5.6,5,5
00026125,5,6.1,9.4,7.0
00026126,6,5.3,5,9.6
00026127,7,6.9,9.8,5.3
00026128,8,5.7,7.4,6.8
00026129,9,6.3,5,10
00261210,10,9.6,7.9,9.9
00026131,1,5,10,6.6
00026132,2,7.0,8.9,7.2
00026133,3,6.5,10,6.4
00026134,4,10,6.0,5.7
00026135,5,10,10,6.4
00026136,6,7.8,10,10
00026137,7,5,10,10
00026138,8,9.2,8.4,5
00026139,9,6.4,10,6.0
00261310,10,10,10,10
00026141,1,5,9.4,10
00026142,2,8.7,5.9,10
00026143,3,5,6.0,5
00026144,4,5.6,9.8,6.7
00026145,5,7.2,5,6.7
00026146,6,9.2,9.2,8.0
00026147,7,7.1,9.6,10
00026148,8,9.2,10,9.5
00026149,9,8.1,5.8,10
00261410,10,10,5,5
00026151,1,8.3,5.6,10
00026152,2,5.4,6.6,9.1
00026153,3,9.0,10,5.6
00026154,4,5,7.5,7.2
00026155,5,5.3,5.9,8.8
00026156,6,5,5,6.3
00026157,7,10,6.6,10
00026158,8,7.7,9.2,8.9
00026159,9,9.9,5.7,5
00261510,10,8.2,10,7.2
00026161,1,6.9,6.7,7.3
00026162,2,8.7,10,8.3
00026163,3,5.1,8.2,6.4
00026164,4,10,7.5,5
00026165,5,9.1,6.1,5
00026166,6,10,5.6,5.4
00026167,7,7.2,8.6,8.2
00026168,8,8.4,10,10
00026169,9,10,8.7,7.7
00261610,10,5,5,10
00026171,1,9.4,5,10
00026172,2,10,10,10
00026173,3,5.9,5,5
00026174,4,6.5,5.0,5.1
00026175,5,8.8,10,8.5
00026176,6,6.7,9.7,5.9
00026177,7,5,6.7,10
00026178,8,10,5.4,5
00026179,9,6.7,7.0,10.0
00261710,10,10,7.8,9.4
00026181,1,5,6.2,6.4
00026182,2,9.8,8.1,10
00026183,3,9.3,9.4,10
00026184,4,9.2,9.9,10
00026185,5,5,5.8,6.3
00026186,6,8.8,9.2,9.3
00026187,7,10,5,7.8
00026188,8,10,10,5
00026189,9,5,5.6,5
00261810,10,9.3,9.3,6.5
00026191,1,7.7,10,5
00026192,2,9.5,7.9,7.1
00026193,3,10,6.3,9.7
00026194,4,5,8.5,7.8
00026195,5,5.9,5,5.6
00026196,6,6.9,6.5,6.2
00026197,7,6.2,6.1,7.5
00026198,8,8.4,7.3,6.4
00026199,9,6.3,5,5
00261910,10,8.2,7.6,9.0
00026201,1,6.7,8.1,9.4
00026202,2,7.3,10,9.1
00026203,3,9.5,8.4,5
00026204,4,10,8.7,5
00026205,5,10,10,5.7
00026206,6,10,5,6.0
00026207,7,7.0,8.5,8.1
00026208,8,10,6.1,5
00026209,9,6.8,10,5.9
00262010,10,8.7,10,5.3
00026211,1,10,7.8,10
00026212,2,7.4,5.5,7.6
00026213,3,7.4,10,10
00026214,4,6.3,5,5
00026215,5,5,10,10
00026216,6,5,8.3,10
00026217,7,5.6,10,5
00026218,8,5.5,7.4,10
00026219,9,8.0,10,7.8
00262110,10,5,10,6.4
00026221,1,7.5,10,9.8
00026222,2,10,6.3,5.3
00026223,3,6.3,8.3,8.3
00026224,4,10,8.2,5.9
00026225,5,10,10,8.6
00026226,6,9.9,6.5,5.8
00026227,7,10,8.2,9.5
00026228,8,7.5,9.2,6.5
00026229,9,9.7,10,5.4
00262210,10,5,6.1,7.4
00026231,1,6.2,9.7,5.7
00026232,2,8.2,10,9.2
00026233,3,10,5,8.9
00026234,4,6.6,9.7,10
00026235,5,9.0,8.9,7.7
00026236,6,8.1,5.6,5.4
00026237,7,10,10,5
00026238,8,9.1,9.1,5
00026239,9,6.9,10,5
00262310,10,7.3,9.4,7.2
00026241,1,9.8,5,8.2
00026242,2,8.9,7.9,10
00026243,3,5,5,5.3
00026244,4,9.0,10,8.0
00026245,5,5.2,10,8.5
00026246,6,5,7.6,7.3
00026247,7,7.5,10,9.0
00026248,8,10,6.6,5.1
00026249,9,7.1,9.8,9.6
00262410,10,10,9.0,9.9
00026251,1,7.6,6.7,6.7
00026252,2,8.6,8.8,9.7
00026253,3,10.0,5,5
00026254,4,9.9,7.2,5
00026255,5,8.6,8.6,5
00026256,6,9.3,7.1,5.2
00026257,7,10,5.8,5.8
00026258,8,8.0,5,9.2
00026259,9,9.8,10,10
00262510,10,7.6,10,9.3
00026261,1,7.8,9.2,7.5
00026262,2,10,5,8.3
00026263,3,10,10,5
00026264,4,8.7,9.7,6.9
00026265,5,7.8,7.0,7.2
00026266,6,8.7,10,8.8
00026267,7,10,10,10
00026268,8,7.4,7.5,7.5
00026269,9,7.4,7.2,5
00262610,10,5,10,5
00026271,1,6.5,6.3,10
00026272,2,6.6,5,10
00026273,3,8.8,10,9.2
00026274,4,9.6,10,10
00026275,5,5.0,7.6,8.1
00026276,6,5.6,9.8,5.6
00026277,7,9.4,5,9.3
00026278,8,5.9,7.8,7.5
00026279,9,8.5,6.6,10
00262710,10,10,8.9,9.4
00026281,1,8.3,6.5,10
00026282,2,10,5,5.7
00026283,3,10,10,10
00026284,4,10,8.0,8.4
00026285,5,9.8,9.2,7.8
00026286,6,10,6.8,6.6
00026287,7,7.4,8.2,9.0
00026288,8,5,10,7.4
00026289,9,7.9,5,6.4
00262810,10,8.8,7.1,6.3
00026291,1,7.6,8.5,5
00026292,2,8.6,6.4,10
00026293,3,9.9,6.1,10
00026294,4,6.1,6.5,8.4
00026295,5,6.2,6.9,7.9
00026296,6,9.8,6.1,5
00026297,7,10,8.8,7.8
00026298,8,10,10,6.1
00026299,9,10,6.4,10
00262910,10,6.7,10,9.2
00026301,1,7.4,9.1,10
00026302,2,8.4,7.4,9.4
00026303,3,7.8,7.1,6.9
00026304,4,10,5,6.4
00026305,5,5,8.9,10
00026306,6,8.4,5.4,8.4
00026307,7,5.7,10,10
00026308,8,8.6,10,9.9
00026309,9,7.3,5.7,6.9
00263010,10,7.0,10,10
00026311,1,5.8,8.4,5.9
00026312,2,8.5,10,9.3
00026313,3,10,10,7.5
00026314,4,6.4,5.9,5.3
00026315,5,9.4,10,10
00026316,6,8.7,5,10
00026317,7,5,6.7,6.5
00026318,8,7.7,10,5
00026319,9,9.5,10,10
00263110,10,5,10,5
00026321,1,9.0,6.9,10
00026322,2,5,8.2,7.2
00026323,3,9.6,7.7,10
00026324,4,7.7,8.9,10
00026325,5,7.8,10,10
00026326,6,7.4,6.7,7.9
00026327,7,5,10,5.4
00026328,8,9.3,6.6,8.3
00026329,9,10,8.9,7.3
00263210,10,5,6.8,7.5
00026331,1,5.4,5.7,5
00026332,2,7.5,7.8,5
00026333,3,9.6,5.5,8.0
00026334,4,10,5.0,9.8
00026335,5,5,10,5
00026336,6,8.6,8.0,10
00026337,7,8.6,5.1,10
00026338,8,6.6,6.1,5.8
00026339,9,6.1,10,10
00263310,10,5.2,8.8,7.7
00026341,1,10,7.9,9.1
00026342,2,5,9.9,10
00026343,3,10,7.3,7.2
00026344,4,5,6.9,5.6
00026345,5,7.9,5,10
00026346,6,10,6.5,7.8
00026347,7,9.2,8.5,10
00026348,8,6.9,7.6,8.2
00026349,9,9.7,8.7,5
00263410,10,8.6,7.5,7.3
00026351,1,10,10,5
00026352,2,10,5.8,7.8
00026353,3,5.3,10,10
00026354,4,10,5,6.4
00026355,5,8.4,9.8,8.6
00026356,6,5,5,5.1
00026357,7,5,7.7,5
00026358,8,8.2,10,8.5
00026359,9,5.2,7.8,6.7
00263510,10,5,6.8,5
00026361,1,10,7.4,7.6
00026362,2,9.2,5,9.1
00026363,3,10,10,10
00026364,4,10,6.6,8.5
00026365,5,9.9,6.7,5.8
00026366,6,8.9,7.5,8.4
00026367,7,10,8.5,9.9
00026368,8,10,10,7.6
00026369,9,5.5,8.5,5
00263610,10,9.5,9.7,7.7
00026371,1,7.8,10,8.5
00026372,2,10,8.4,8.8
00026373,3,10,10,10
00026374,4,10,10,8.2
00026375,5,8.3,10,10.0
00026376,6,8.2,5.0,10
00026377,7,9.3,6.9,7.6
00026378,8,9.8,8.0,8.0
00026379,9,10,10,5.1
00263710,10,10,10,5
00026381,1,6.6,6.6,10
00026382,2,6.5,5,10
00026383,3,10,7.8,5.9
00026384,4,9.7,9.7,5.3
00026385,5,5,6.7,5.7
00026386,6,5,10,10
00026387,7,9.4,9.0,7.4
00026388,8,10,7.0,9.7
00026389,9,6.7,7.0,7.6
00263810,10,5,6.2,5
00026391,1,10,8.2,7.3
00026392,2,9.4,10,7.2
00026393,3,5,10,9.2
00026394,4,6.3,7.8,8.8
00026395,5,7.9,9.5,5.1
00026396,6,5,9.5,7.8
00026397,7,5,5,9.1
00026398,8,9.2,10,10
00026399,9,9.4,7.4,7.5
00263910,10,6.0,10,10
00026401,1,10,5.9,8.7
00026402,2,8.9,10,10
00026403,3,7.4,8.5,8.2
00026404,4,6.5,9.8,10
00026405,5,9.1,9.4,10
00026406,6,10,5,5.6
00026407,7,10,5,6.0
00026408,8,5.7,9.5,10
00026409,9,7.5,6.4,10
00264010,10,5,10,6.8
00026411,1,7.4,10,7.5
00026412,2,5,8.2,5
00026413,3,7.5,5.3,6.3
00026414,4,5,5.7,9.6
00026415,5,6.2,8.9,8.3
00026416,6,10,7.0,9.8
00026417,7,8.8,9.0,5
00026418,8,5.8,5.5,10.0
00026419,9,10,10,9.5
00264110,10,7.8,6.5,10
00026421,1,8.7,9.6,10
00026422,2,5.1,10,5
00026423,3,5,9.4,10
00026424,4,8.8,5.4,8.6
00026425,5,8.3,9.2,5
00026426,6,5,7.1,8.1
00026427,7,9.4,5,10
00026428,8,6.6,10,10
00026429,9,10,5,8.5
00264210,10,5,7.4,9.9
00026431,1,10,10,6.1
00026432,2,9.3,5,7.3
00026433,3,6.7,8.5,10
00026434,4,8.6,7.0,8.0
00026435,5,10,5.6,5
00026436,6,10,10,9.1
00026437,7,8.8,6.1,9.3
00026438,8,10,8.8,6.8
00026439,9,8.5,5,9.7
00264310,10,9.0,10,7.7
00026441,1,8.8,6.6,10
00026442,2,5,5,9.0
00026443,3,10,8.3,8.5
00026444,4,10,6.3,5
00026445,5,7.0,8.9,10
00026446,6,7.3,10,6.4
00026447,7,5.5,6.9,9.1
00026448,8,5,10,5.2
00026449,9,5.3,10,8.7
00264410,10,8.2,10,9.9
00026451,1,5,10,6.6
00026452,2,7.8,9.1,5.2
00026453,3,10,5,10
00026454,4,8.8,5,8.2
00026455,5,10,8.7,10
00026456,6,8.0,10,7.5
00026457,7,10,10,10
00026458,8,10,5,6.3
00026459,9,10,10,7.9
00264510,10,10,10,10
00026461,1,8.4,9.9,5
00026462,2,8.7,7.4,8.8
00026463,3,7.7,6.8,5.7
00026464,4,5,8.9,10
00026465,5,10,10,6.2
00026466,6,10,10,7.7
00026467,7,5,10,8.3
00026468,8,5,5,5
00026469,9,5.9,5.5,10
00264610,10,10,5.9,10
00026471,1,9.9,6.7,6.6
00026472,2,8.1,8.6,7.0
00026473,3,7.5,5,8.5
00026474,4,6.7,7.6,5
00026475,5,8.1,8.3,10
00026476,6,5,8.6,8.5
00026477,7,5,7.2,10
00026478,8,6.6,9.6,10
00026479,9,5.6,8.3,10
00264710,10,5.7,8.1,9.3
00026481,1,5,10,7.5
00026482,2,9.0,5.5,10
00026483,3,10,5.4,6.4
00026484,4,5,8.4,9.0
00026485,5,5.3,9.3,6.7
00026486,6,10,10,8.8
00026487,7,10,6.6,10.0
00026488,8,7.9,9.5,8.6
00026489,9,5,10,9.7
00264810,10,8.5,6.8,7.1
00026491,1,7.5,5,8.9
00026492,2,10,5.4,10
00026493,3,10,10,7.1
00026494,4,5.8,7.9,5
00026495,5,10,6.2,5
00026496,6,6.1,10,5.2
00026497,7,5.8,7.6,10
00026498,8,10,5,5
00026499,9,5.7,8.0,7.8
00264910,10,7.2,8.3,9.6
00026501,1,10,8.7,7.3
00026502,2,10,6.9,7.5
00026503,3,5.9,5.5,10
00026504,4,6.8,5,10
00026505,5,8.9,5,8.0
00026506,6,5,7.5,5
00026507,7,5,5,5.1
00026508,8,8.7,8.2,10
00026509,9,10,7.0,6.9
00265010,10,7.3,5,8.9
00026511,1,6.4,9.2,5
00026512,2,7.5,5,8.4
00026513,3,8.9,9.5,10
00026514,4,9.9,8.4,10
00026515,5,8.3,9.2,9.6
00026516,6,8.8,10,10
00026517,7,5,8.7,6.7
00026518,8,5,6.1,5.0
00026519,9,5,7.7,10
00265110,10,10,5,5.4
00026521,1,8.5,8.8,5
00026522,2,10,10,8.9
00026523,3,7.5,5.8,7.6
00026524,4,10,10.0,10
00026525,5,9.0,9.1,10
00026526,6,10,8.8,8.7
00026527,7,8.5,5.2,8.0
00026528,8,10,10,6.8
00026529,9,6.0,7.1,9.2
00265210,10,9.1,8.7,8.8
00026531,1,5,8.2,10
00026532,2,10,10,10
00026533,3,5.6,5,5
00026534,4,8.5,9.7,5
00026535,5,10,9.0,8.7
00026536,6,5,7.6,9.8
00026537,7,10,6.5,7.1
00026538,8,5.8,7.4,7.9
00026539,9,6.7,6.7,8.1
00265310,10,8.8,8.2,8.6
00026541,1,5,9.5,5.1
00026542,2,6.1,7.9,5
00026543,3,10,10,10
00026544,4,6.9,5,6.9
00026545,5,5.2,6.8,10
00026546,6,5,10,7.4
00026547,7,8.9,10,10
00026548,8,5,10,10
00026549,9,7.5,9.0,9.7
00265410,10,8.9,5,5
00026551,1,7.8,5,10
00026552,2,5.9,5.2,5
00026553,3,6.9,5,5
00026554,4,7.9,10,6.0
00026555,5,9.3,9.1,9.9
00026556,6,9.1,5,6.5
00026557,7,5,10,9.7
00026558,8,9.7,5.9,5
00026559,9,10,10,5.6
00265510,10,6.9,8.9,5
00026561,1,7.0,6.2,7.5
00026562,2,5,10,5
00026563,3,7.1,8.5,5.7
00026564,4,8.9,10,7.9
